name,author,narrator,releasedate,language,price,rating_stars,n_ratings,time_mins
Stalking Jack the Ripper,"KerriManiscalco,JamesPatterson",NicolaBarber,2016-09-20,English,6.0,4.0,8.0,566
The Sleeper and the Spindle,NeilGaiman,"JulianRhind-Tutt,LaraPulver,NiamhWalsh,",2015-02-11,English,2.7960000000000003,4.0,8.0,65
Instant Karma,MarissaMeyer,RebeccaSoler,2020-11-18,English,12.756,4.5,3.0,854
Lightbringer,ClaireLegrand,FionaHardingham,2020-10-13,English,16.584,5.0,1.0,1459
"Everything, Everything",NicolaYoon,"BahniTurpin,RobbieDaymond",2015-01-09,English,12.06,3.5,11.0,404
Five Nights at Freddy's: The Silver Eyes,"ScottCawthon,KiraBreed-Wrisley",SuzanneEliseFreeman,2016-05-10,English,7.872,4.5,2.0,622
Wicked Fox,KatCho,EmilyWooZeller,2019-06-25,English,16.584,4.0,10.0,707
Bunny Call,"ScottCawthon,ElleyCooper,AndreaWaggener",SuzanneEliseFreeman,2020-01-09,English,7.032,5.0,1.0,362
Frostbite,RichelleMead,KhristineHvam,2018-10-16,English,15.072000000000001,4.5,9.0,527
They'll Never Catch Us,JessicaGoodman,"JesseVilinsky,PhoebeStrole,KristenSieh",2021-07-27,English,16.584,4.0,1.0,648
The Unexpected Everything ,MorganMatson,BaileyCarr,2016-03-05,English,12.036,4.5,3.0,1003
Chain Reaction,SimoneElkeles,"RoxanneHernandez,BlasKisic",2011-09-11,English,7.224,4.0,1.0,491
Rogue,JulieKagawa,"CaitlinDavies,MacLeodAndrews,ChrisPatton,",2015-04-28,English,9.84,5.0,2.0,749
Flipped,WendelinVanDraanen,"RyanGesell,TaraSands,WendelinVanDraanen",2017-10-01,English,12.06,4.5,3.0,421
Ghosts of the Shadow Market,"CassandraClare,KellyLink,MaureenJohnson,",fullcast,2019-08-29,English,11.388,5.0,5.0,1041
1:35 AM,ScottCawthon,SuzanneEliseFreeman,2020-05-05,English,7.032,3.0,1.0,398
Fear: 13 Stories of Suspense and Horror,R.L.Stine-editor,"MacLeodAndrews,FredBerman,RachelButera,",2010-02-09,English,8.016,4.5,2.0,410
Last Night I Sang to the Monster,BenjaminAlireSáenz,MacLeodAndrews,2011-02-23,English,8.016,4.5,2.0,430
Rebel,MarieLu,"StephenKaplan,NileBullock",2019-10-17,English,7.38,5.0,1.0,603
The Conference of the Birds,RansomRiggs,KirbyHeyborne,2020-01-14,English,10.656,5.0,2.0,552
All the Stars and Teeth,AdalynGrace,ShaynaSmall,2020-04-08,English,9.84,3.5,3.0,744
Solarspire,AaronOster,DougTisdale,2019-07-11,English,10.032,5.0,1.0,791
Stepsister,JenniferDonnelly,HelenDuff,2019-05-15,English,13.212,4.5,2.0,787
A Summer to Die,LoisLowry,AndiArndt,2014-10-12,English,7.0200000000000005,5.0,4.0,206
The Shadow Glass,RinChupeco,"EmilyWooZeller,WillDamron",2019-04-06,English,8.4,4.0,2.0,817
Fugitive Six,PittacusLore,P.J.Ochlan,2019-06-27,English,9.84,4.0,1.0,748
Deeplight,FrancesHardinge,JoshuaAkehurst,2019-10-31,English,3.876,5.0,1.0,751
Gossip Girl,CecilyvonZiegesar,EdwinaWren,2008-10-31,English,4.908,5.0,2.0,343
Stories from Shakespeare,DavidTimson,"JulietStevenson,MichaelSheen",2004-12-26,English,6.468,5.0,1.0,237
The Fifth Realm,MichaelChatfield,ToddMenesses,2021-04-15,English,12.036,4.5,2.0,1588
If I Stay,GayleForman,KirstenPotter,2009-03-31,English,7.38,4.5,8.0,301
The Boy at the Top of the Mountain,JohnBoyne,AlexWyndham,2020-05-14,English,7.38,5.0,1.0,320
Orbiting Jupiter,GaryD.Schmidt,ChristopherGebauer,2015-06-10,English,5.628,5.0,3.0,199
Watch Over Me,NinaLaCour,JorjeanaMarie,2020-09-15,English,10.848,4.5,3.0,336
The Secret Commonwealth,PhilipPullman,MichaelSheen,2019-03-10,English,13.116,5.0,6.0,1183
Daughter of the Siren Queen,TriciaLevenseller,MarisaCalin,2018-03-15,English,1.608,4.5,4.0,553
Dear Rachel Maddow,AdrienneKisner,KhristineHvam,2018-05-06,English,1.608,3.0,1.0,418
The DUFF: Designated Ugly Fat Friend,KodyKeplinger,EllenGrafton,2010-07-09,English,8.040000000000001,4.5,2.0,453
The Forest of Stolen Girls,JuneHur,SueJeanKim,2021-04-20,English,15.072000000000001,3.0,1.0,607
Daughter of Deep Silence,CarrieRyan,KarissaVacker,2015-05-26,English,15.072000000000001,1.0,1.0,573
"From Little Tokyo, with Love",SarahKuhn,EmilyWooZeller,2021-11-05,English,16.584,5.0,2.0,620
The Bone Witch,RinChupeco,"EmilyWooZeller,WillDamron",2017-07-03,English,9.84,4.0,4.0,728
Fetch,"ScottCawthon,CarlyAnneWest,AndreaWaggener",SuzanneFreeman,2020-03-03,English,7.032,5.0,6.0,395
The Ivies,AlexaDonne,PhoebeStrole,2021-05-25,English,15.072000000000001,5.0,5.0,601
Don't Hate the Player,AlexisNedd,"AaronLandon,StacyGonzalez",2021-01-06,English,7.6080000000000005,5.0,1.0,570
The Mirror Season,Anna-MarieMcLemore,JenniferJillAraya,2021-06-14,English,9.84,4.0,1.0,502
The Summer I Turned Pretty,JennyHan,JessicaAlmasy,2009-10-28,English,8.040000000000001,4.0,4.0,417
House of Salt and Sorrows,ErinA.Craig,EmilyLawrence,2019-06-08,English,16.584,4.5,14.0,770
The Kinder Poison,NatalieMae,JesseVilinsky,2020-06-16,English,16.584,4.0,1.0,854
Bookish and the Beast,AshleyPoston,"CaitlinKelly,CurryWhitmire",2020-04-08,English,9.276,4.5,10.0,441
Halo,CassandraRoseClarke,ThérèsePlummer,2019-01-01,English,7.872,5.0,2.0,508
The Ballad of Songbirds and Snakes,SuzanneCollins,SantinoFontana,2020-05-19,English,8.436,4.5,49.0,976
Capturing the Devil,KerriManiscalco,NicolaBarber,2019-10-09,English,6.0,4.5,6.0,745
Midnight Jewel,RichelleMead,KylaGarcia,2017-06-27,English,16.584,4.5,2.0,939
Blade of Secrets,TriciaLevenseller,EmilyEllet,2021-04-05,English,2.172,4.0,2.0,533
Star Wars Queen's Peril,E.K.Johnston,CatherineTaber,2020-02-06,English,15.072000000000001,4.0,2.0,370
Prom Theory,AnnLeBar,SophieAmoss,2021-04-14,English,11.256,5.0,1.0,617
Don't Stay Up Late,R.L.Stine,BrittanyPressley,2015-07-04,English,1.608,4.0,2.0,400
The Adventures of Tom Sawyer,MarkTwain,RichardHenzel,2009-08-10,English,8.016,4.0,1.0,471
Sunscorch,AaronOster,DougTisdaleJr.,2021-01-28,English,10.032,5.0,1.0,1066
Concrete Rose,AngieThomas,DionGraham,2021-01-07,English,7.74,4.0,1.0,496
The Replacement Crush,LisaBrownRoberts,EmilyLawrence,2020-06-10,English,9.84,3.0,1.0,712
Harrow Lake,KatEllis,"RobertGSlade,BeccaStewart,JessicaHenwick",2020-09-07,English,10.656,5.0,1.0,467
Fat Girl on a Plane,KellydeVos,RachelL.Jacobs,2019-09-08,English,14.064,5.0,1.0,660
What Happened to Goodbye,SarahDessen,MeredithHagner,2011-10-05,English,15.072000000000001,5.0,1.0,605
Grass for His Pillow,LianHearn,"AikoNakasone,KevinGray",2017-01-26,English,3.876,5.0,1.0,565
All the Wandering Light,HeatherFawcett,PriyaAyyar,2019-03-09,English,11.244,3.0,1.0,687
Every Other Weekend,AbigailJohnson,"KirbyHeyborne,TaylorMeskimen",2020-12-29,English,11.244,4.0,1.0,790
The Knife of Never Letting Go,PatrickNess,HumphreyBower,2011-02-24,English,11.244,4.5,7.0,748
On the Come Up,AngieThomas,BahniTurpin,2019-07-02,English,7.74,4.5,7.0,701
The Toll,NealShusterman,GregTremblay,2019-05-11,English,12.036,4.5,23.0,922
The Beauty of Darkness,MaryE.Pearson,"EmilyRankin,RyanGesell,KirbyHeyborne,",2016-02-08,English,16.584,4.5,6.0,1122
Children of Virtue and Vengeance,TomiAdeyemi,BahniTurpin,2019-03-12,English,3.876,3.5,5.0,807
Crank Palace,JamesDashner,MarkDeakins,2020-08-25,English,5.628,5.0,6.0,239
Darius the Great Is Not Okay,AdibKhorram,MichaelLeviHarris,2018-08-28,English,15.072000000000001,5.0,4.0,453
A Monster Calls,PatrickNess,"JasonIsaacs,PatrickNess",2016-03-11,English,9.564,4.5,19.0,231
Fly by Night,FrancesHardinge,JillTanner,2019-09-19,English,3.876,5.0,1.0,818
Amy and Roger’s Epic Detour,MorganMatson,SuzyJackson,2010-10-12,English,10.032,4.0,4.0,608
Generation One,PittacusLore,P.J.Lochlan,2019-06-27,English,9.024000000000001,5.0,1.0,662
The Twin,NatashaPreston,EmmaGalvin,2020-03-03,English,15.072000000000001,3.0,1.0,555
Cursed,"TomWheeler,FrankMiller",KatherineLangford,2019-03-10,English,10.656,5.0,1.0,674
Save the Date,MorganMatson,EmilyBauer,2018-05-06,English,10.032,4.5,3.0,811
The False Prince,JenniferA.Nielsen,CharlieMcWade,2012-01-04,English,9.84,4.5,2.0,494
Alpha Goddess,AmalieHoward,SoneelaNankani,2014-03-17,English,10.032,5.0,1.0,722
The World's Worst Jokes,HennyYoungman,HennyYoungman,1999-12-16,English,1.992,5.0,1.0,43
Ace of Shades,AmandaFoody,SaskiaMaarleveld,2018-10-04,English,9.84,4.0,2.0,732
Werewolf in Riverdale,CalebRoehrig,RamondeOcampo,2020-08-04,English,7.032,3.0,1.0,387
The Girl from the Well,RinChupeco,AndiArndt,2017-05-09,English,9.84,4.5,2.0,403
Cheshire Crossing,AndyWeir,"SophieAmoss,BrittanyPressley,KristenDiMercurio,",2019-09-07,English,7.5360000000000005,5.0,1.0,98
Legend,NicoleConway,JesseEinstein,2019-07-05,English,10.032,5.0,1.0,610
The Hawthorne Legacy,JenniferLynnBarnes,ChristieMoreau,2021-09-09,English,10.656,4.5,6.0,623
One of Us Is Next,KarenM.McManus,"MariaLiatis,HollyLinneman,FredBerman,",2020-09-01,English,8.196,4.5,14.0,625
The Mystery of Alice,LeeBacon,"BryanKennedy,JessicaAlmasy,JoshHurley,",2019-02-05,English,2.388,4.5,12.0,384
City of Lost Souls,CassandraClare,"GrantCartwright,EloiseOxer",2014-04-08,English,11.16,4.5,3.0,1059
The Cousins,KarenM.McManus,"SarahSkaer,KateReinders,DavidGarelik,",2020-03-12,English,10.656,4.5,5.0,568
You'll Be the Death of Me,KarenM.McManus,"RachelL.Jacobs,AnthonyReyPerez,MaxMeyers,",2021-02-12,English,7.38,4.5,3.0,591
The Spies That Bind,AllyCarter,RebeccaSoler,2018-06-25,English,2.388,5.0,3.0,175
Wolf Girl,LeiaStone,VanessaMoyen,2021-03-22,English,8.016,5.0,2.0,359
Vampire Academy,RichelleMead,StephanieWolf,2018-03-04,English,15.072000000000001,4.5,7.0,534
Vampire Academy: Last Sacrifice,RichelleMead,EmilyShaffer,2011-09-21,English,9.84,5.0,4.0,1056
All These Beautiful Strangers,ElizabethKlehfoth,"CaitlinKelly,XeSands,GregTremblay",2018-12-07,English,9.84,4.0,1.0,849
King of Fools,AmandaFoody,SaskiaMaarleveld,2019-04-30,English,9.132,4.5,3.0,1050
American Royals,KatharineMcGee,BrittanyPressley,2019-05-09,English,7.38,4.5,6.0,833
That Weekend,KaraThomas,"PhoebeStrole,KristenSieh",2021-06-29,English,15.072000000000001,5.0,1.0,628
Queen of Volts,AmandaFoody,ShiromiArserio,2020-01-09,English,11.244,5.0,4.0,993
This Is Not the Jess Show,AnnaCarey,SuzyJackson,2021-02-02,English,9.276,4.5,2.0,443
Confessions of a Murder Suspect,"JamesPatterson,MaxinePaetro",EmmaGalvin,2012-09-27,English,8.196,5.0,1.0,362
Shadow Kiss,RichelleMead,KhristineHvam,2019-05-02,English,16.584,5.0,7.0,716
Russian Roulette,AnthonyHorowitz,RupertDegas,2013-11-22,English,9.84,5.0,2.0,598
Precious and the Mystery of Meerkat Hill,AlexanderMcCallSmith,AdjoaAndoh,2012-06-08,English,3.096,3.5,3.0,61
Mister Impossible,MaggieStiefvater,WillPatton,2021-05-18,English,9.0,4.0,2.0,644
The Secret of Giza,KenWarner,EricMichaelSummerer,2021-05-25,English,7.032,5.0,1.0,600
The Devouring Gray,ChristineLynnHerman,SarahBethGoer,2019-02-04,English,14.064,2.0,1.0,602
The Dream Thieves,MaggieStiefvater,WillPatton,2013-09-17,English,7.872,4.5,6.0,765
The Yellow Wallpaper,CharlottePerkinsGilman,TonyWalker,2020-06-24,English,0.84,2.0,1.0,32
The Raven Boys,MaggieStiefvater,WillPatton,2012-09-18,English,11.256,4.5,8.0,668
Dare You to Lie,AmberLynnNatusch,VanessaMoyen,2018-04-09,English,2.172,5.0,1.0,549
Dead Beautiful,YvonneWoon,CaitlinDavies,2010-09-21,English,10.032,5.0,6.0,753
The Scorpio Races,MaggieStiefvater,"SteveWest,FionaHardingham",2011-10-18,English,11.256,5.0,1.0,726
Long Way Down,JasonReynolds,JasonReynolds,2020-02-25,English,2.724,4.0,4.0,103
Shadowland,MegCabot,JohannaParker,2005-09-20,English,9.228,5.0,2.0,358
Escaping From Houdini,KerriManiscalco,NicolaBarber,2018-09-18,English,6.0,4.0,7.0,779
People Like Us,DanaMele,ErinSpencer,2018-02-27,English,15.072000000000001,4.0,2.0,559
Little Monsters,KaraThomas,"PhoebeStrole,BrittanyPressley",2017-07-25,English,15.072000000000001,4.0,10.0,553
Spirit Bound,RichelleMead,EmilyShaffer,2010-05-18,English,18.084,5.0,1.0,791
The Silence of Bones,JuneHur,GretaJung,2020-04-21,English,16.584,4.0,4.0,738
Stags 2: Dogs,M.A.Bennett,LucyDixon,2019-08-08,English,12.528,4.0,1.0,537
The Revenge of Seven,PittacusLore,"NeilKaplan,DevonSorvari,AlmarieGuerra",2019-06-27,English,9.024000000000001,5.0,3.0,599
The Raven King,MaggieStiefvater,WillPatton,2016-04-26,English,7.872,4.5,2.0,711
Ninth Key,MegCabot,JohannaParker,2005-09-19,English,9.228,4.5,2.0,346
Season of the Witch,SarahReesBrennan,"JesseVilinsky,NicolZanzarella",2019-09-07,English,7.032,5.0,1.0,405
"Orphan, Monster, Spy",MattKilleen,RebeccaHamilton,2018-03-20,English,6.828,4.0,1.0,608
The Fate of Ten,PittacusLore,"NeilKaplan,DevonSorvari,AlmarieGuerra,",2019-06-27,English,9.024000000000001,5.0,2.0,641
This Heart of Mine,C.C.Hunter,KatieSchorr,2018-02-27,English,2.172,5.0,1.0,778
In Another Life,C.C.Hunter,EmmaLysy,2019-03-26,English,2.172,5.0,1.0,628
The Companion,KatieAlender,TaylorMeskimen,2020-08-25,English,15.072000000000001,4.5,2.0,624
The Power of Five: Oblivion,AnthonyHorowitz,PaulPanting,2020-01-30,English,7.74,5.0,1.0,1321
Fire,KristinCashore,XantheElbrick,2009-05-10,English,16.584,5.0,2.0,759
The Bone Houses,EmilyLloyd-Jones,MoiraQuirk,2019-09-24,English,6.0,5.0,2.0,549
The Power of Five: Nightrise,AnthonyHorowitz,"PaulPanting,KerryShale",2020-09-04,English,7.74,5.0,2.0,614
The Power of Five: Evil Star,AnthonyHorowitz,PaulPanting,2020-01-30,English,7.74,5.0,1.0,552
Daughter of Chaos,SarahReesBrennan,"JesseVilinsky,NicolZanzarella",2019-12-26,English,7.032,4.0,2.0,633
Torn,AmandaHocking,TheresePlummer,2012-02-28,English,8.016,5.0,1.0,537
Switched,AmandaHocking,TheresePlummer,2012-03-01,English,8.016,5.0,4.0,523
Lies You Never Told Me,JenniferDonaldson,"JorjeanaMarie,DylanCalderon",2018-05-29,English,15.072000000000001,5.0,2.0,498
Dreams Come to Life,AdrienneKress,ChristopherCarley,2019-03-09,English,7.032,5.0,2.0,432
Hunting November,AdrianaMather,CassandraMorris,2020-05-05,English,16.584,5.0,1.0,760
Ascend,AmandaHocking,TheresePlummer,2012-04-24,English,8.016,5.0,1.0,479
The Evolution of Mara Dyer,MichelleHodkin,ChristyRomano,2014-01-21,English,10.032,4.0,1.0,638
Boundless,CynthiaHand,EloiseOxer,2013-01-02,English,9.84,5.0,2.0,725
The Darkest Corners,KaraThomas,JorjeanaMarie,2016-04-19,English,15.072000000000001,3.0,1.0,578
Twilight,MegCabot,JohannaParker,2008-10-31,English,10.404,5.0,1.0,376
Little White Lies,JenniferLynnBarnes,KatherineLittrell,2018-06-11,English,14.064,3.0,1.0,594
Goddess,JosephineAngelini,DevonSorvari,2021-01-19,English,8.436,5.0,1.0,692
Jaded,Tijan,TheresePlummer,2020-03-24,English,10.032,3.5,2.0,605
Pillage & Plague,"KateKaryusQuinn,DemitriaLunetta,MarleyLynn",JesseVilinsky,2020-01-28,English,9.276,5.0,1.0,438
Ruse,CindyPon,"KimMaiGuest,RogerYeh",2019-12-03,English,15.072000000000001,5.0,1.0,488
Kingdom of the Blazing Phoenix,JulieC.Dao,KimMaiGuest,2018-06-11,English,16.584,3.0,1.0,772
I Am Still Alive,KateAliceMarshall,AmyMcFadden,2018-09-19,English,7.032,4.0,1.0,511
"Truly, Madly, Deadly",HannahJayne,EricaSullivan,2014-05-23,English,8.016,4.0,1.0,370
Tell Me No Lies,A.V.Geiger,SoneelaNankani,2018-02-08,English,9.84,5.0,1.0,525
Inception,BiancaScardoni,BaileyCarr,2016-03-06,English,10.032,5.0,1.0,847
The Cellar,NatashaPreston,"RichardDadd,NicholasCamm,DawnMurphy",2014-05-28,English,10.032,2.0,1.0,602
Perfect Harmony,MicheldeMontaigne,AmyMcFadden,2014-09-30,English,4.224,5.0,1.0,450
Out of The Easy,RutaSepetys,LaurenFortgang,2013-12-02,English,15.072000000000001,3.0,1.0,591
On the Jellicoe Road,MelinaMarchetta,RebeccaMacauley,2009-09-02,English,7.0200000000000005,5.0,1.0,532
The Ghost's Grave,PegKehret,CharlesCarroll,2011-06-10,English,5.6160000000000005,5.0,2.0,257
Famous Last Words,KatieAlender,NoraHunter,2014-01-10,English,6.9,4.0,1.0,475
These Shallow Graves,JenniferDonnelly,KimBubbs,2015-10-27,English,16.584,4.0,1.0,812
The Suffering,RinChupeco,MichaelCrouch,2017-07-11,English,9.84,4.0,1.0,576
Welcome to Adulting,"Jonathan""JP""Pokluda,KevinMcConaghy","Jonathan""JP""Pokluda",2018-04-09,English,9.144,4.5,2.0,310
Welcome to Adulting Survival Guide,JonathanPokluda,LyleBlaker,2019-04-10,English,7.032,4.0,1.0,263
The Kissing Booth 3: One Last Time,BethReekles,TaylorMeskimen,2021-12-08,English,7.38,4.0,2.0,578
Defy the Night,BrigidKemmerer,"ChristopherRagland,LexieMcDougall",2021-09-14,English,5.916,5.0,1.0,778
We Hunt the Flame,HafsahFaizal,"FionaHardingham,SteveWest",2019-05-14,English,2.652,4.0,8.0,885
The Shadows Between Us,TriciaLevenseller,CaitlinDavies,2020-02-25,English,2.172,4.5,11.0,601
Clockwork Prince,CassandraClare,"EdWestwick,HeatherLind",2021-05-13,English,10.476,5.0,1.0,931
Clockwork Princess,CassandraClare,DanielSharman,2021-05-13,English,11.388,4.0,1.0,979
"So, This Is Christmas",TracyAndreen,HelenLaser,2021-12-10,English,15.072000000000001,4.0,1.0,562
The Princess Diaries,MegCabot,AnneHathaway,2003-10-17,English,7.812,4.5,2.0,354
The Near Witch,V.E.Schwab,HeatherWilds,2019-12-03,English,7.296,3.5,2.0,568
The Burning Shadow,JenniferL.Armentrout,SaskiaMaarleveld,2019-08-10,English,2.652,4.0,1.0,970
Tweet Cute,EmmaLord,"DanBittner,EmilyShaffer",2020-01-21,English,2.172,4.5,12.0,608
Clockwork Prince,CassandraClare,"EdWestwick,HeatherLind",2013-01-08,English,9.888,5.0,4.0,931
Easy,TammaraWebber,TaraSands,2014-02-10,English,8.196,5.0,1.0,526
The Kissing Booth,BethReekles,CynthiaHolloway,2013-05-27,English,8.196,5.0,3.0,576
Heartless,MarissaMeyer,RebeccaSoler,2019-11-14,English,3.876,4.0,4.0,874
The Twelve Days of Dash & Lily,"DavidLevithan,RachelCohn","RyanGesell,TaraSands",2020-12-11,English,6.828,4.0,1.0,360
Always Red,IsabelleRonin,"VanessaEdwin,MaxwellHamilton",2017-07-11,English,6.0,5.0,4.0,620
Oblivion,JenniferL.Armentrout,RobShapiro,2016-02-02,English,11.256,5.0,1.0,690
"Mind the Gap, Dash & Lily","DavidLevithan,RachelCohn","TaraSands,RyanGesell",2020-12-11,English,6.828,2.0,1.0,397
Furyborn,ClaireLegrand,FionaHardingham,2018-05-22,English,16.584,5.0,1.0,1044
Eleanor & Park [German Edition],RainbowRowell,"JulianGreis,FranziskaHartmann",2015-11-02,German,4.008,1.0,1.0,409
Memento,"AmieKaufman,JayKristoff","IndiaDupré,JamesFouhey,LincolnHoppe,",2020-10-20,English,4.824,5.0,6.0,92
Haven,KarenLynch,"CaitlinGreer,ZacharyWebber",2017-06-26,English,10.032,5.0,2.0,692
Paper Princess,ErinWatt,AngelaGoethals,2017-10-01,English,10.032,4.5,8.0,568
Knight,KarenLynch,"CaitlinKelly,ZacharyWebber",2021-01-19,English,10.032,5.0,1.0,780
Eyes on Me,RachelHarris,"AmyMelissaBentley,AlexKydd",2019-08-10,English,7.032,3.0,1.0,749
Majesty,KatharineMcGee,BrittanyPressley,2020-03-09,English,7.38,4.0,4.0,759
Where Dreams Descend,JanellaAngeles,"ImaniJadePowers,SteveWest",2020-08-25,English,2.652,3.0,2.0,877
Blackmail Boyfriend,ChrisCannon,"CalWembly,SophieAmoss",2020-12-29,English,9.276,5.0,1.0,411
You Have a Match,EmmaLord,EvaKaminsky,2021-12-01,English,1.608,4.5,6.0,536
Amelia Unabridged,AshleySchumacher,LesaWilson,2021-02-16,English,1.608,5.0,1.0,465
A Taste for Love,JenniferYen,JosephineHuang,2021-02-02,English,15.072000000000001,4.5,4.0,526
Instant Karma,MarissaMeyer,RebeccaSoler,2020-03-11,English,2.652,2.0,1.0,854
More Than Maybe,ErinHahn,"P.J.Ochlan,RachelL.Jacobs",2020-07-21,English,2.172,5.0,1.0,581
When Summer Ends,JessicaPennington,"CarlyRobins,JamesFouhey",2019-09-04,English,1.608,5.0,2.0,456
Our Chemical Hearts,KrystalSutherland,RobbieDaymond,2020-04-06,English,15.936,3.0,3.0,493
Going the Distance,BethReekles,TaylorMeskimen,2020-01-16,English,10.656,5.0,7.0,488
Since You've Been Gone,MorganMatson,SuzyJackson,2014-08-05,English,11.256,3.5,6.0,769
Crush,TracyWolff,"HeatherCosta,TimPaige",2020-09-29,English,8.436,4.5,3.0,1088
Glimpsed,G.F.Miller,SuzyJackson,2021-06-04,English,9.84,4.0,1.0,566
Where She Went,GayleForman,DanBittner,2015-04-06,English,7.38,4.5,4.0,318
Hunted by the Sky,TanazBhathena,"NeilShah,SoneelaNankani",2020-06-30,English,12.66,4.5,3.0,820
Opposite of Always,JustinAReynolds,NileBullock,2019-04-24,English,7.74,4.0,4.0,599
The Heart of Betrayal,MaryE.Pearson,"EmilyRankin,AnnMarieLee,RyanGesell,",2015-07-07,English,16.584,4.5,4.0,825
The Darkest Minds,AlexandraBracken,AmyMcFadden,2012-12-30,English,12.06,5.0,2.0,836
Broken Prince,ErinWatt,"AngelaGoethals,ZacharyWebber",2017-10-01,English,8.016,4.5,3.0,525
Call It What You Want,BrigidKemmerer,"JulieRogers,ChristopherRagland",2019-11-28,English,8.016,4.0,2.0,595
Beautiful Creatures,"KamiGarcia,MargaretStohl",KevinT.Collins,2013-03-14,English,9.84,5.0,3.0,1029
Twisted Palace,ErinWatt,"AngelaGoethals,ZacharyWebber",2017-01-17,English,10.032,4.5,4.0,587
P.S. I Like You,KasieWest,ShannonMcManus,2016-09-19,English,8.436,4.5,3.0,416
Textrovert,LindseySummers,NicoleBauman,2017-10-18,English,6.0,5.0,2.0,313
"Blue Lily, Lily Blue",MaggieStiefvater,WillPatton,2014-01-11,English,7.872,4.5,6.0,603
Kind of a Big Deal,ShannonHale,AmandaDolan,2020-08-25,English,2.172,5.0,1.0,565
Every Reason We Shouldn't,SaraFujimura,CaitlinKelly,2020-03-03,English,2.172,5.0,1.0,587
These Broken Stars,"AmieKaufman,MeaganSpooner","CynthiaHolloway,JohnathanMcClain,SargeAnton",2013-10-12,English,14.472,4.5,3.0,675
Furia,YamileSaiedMéndez,SolMadariaga,2020-09-15,English,6.744,4.5,4.0,532
The Bookworm Crush,LisaBrownRoberts,HeatherWynne,2020-01-14,English,8.436,5.0,1.0,634
Supernatural Academy: Year Two,JayminEve,VanessaMoyen,2019-11-15,English,10.032,5.0,1.0,619
Beautiful Redemption,"KamiGarcia,MargaretStohl","KevinT.Collins,KhristineHvam",2013-07-18,English,9.024000000000001,5.0,1.0,679
Listen to Your Heart,KasieWest,NoraHunter,2018-05-29,English,7.872,5.0,1.0,493
Champion,MarieLu,"StevenKaplan,MarielStern",2013-05-11,English,15.072000000000001,5.0,3.0,603
Trickery,"JayminEve,JaneWashington",VanessaMoyen,2017-05-23,English,8.016,5.0,1.0,498
We'll Always Have Summer,JennyHan,JessicaAlmasy,2011-05-05,English,8.040000000000001,4.5,3.0,404
Soldier,JulieKagawa,"CaitlinDavies,MacLeodAndrews,ChrisPatton,",2016-04-26,English,9.84,5.0,1.0,659
The Queen's Assassin,MelissadelaCruz,"SarahMollo-Christensen,WillDamron,HillaryHuber",2020-04-02,English,16.584,5.0,2.0,661
